Date,Time,Average Temp,Average Light,Average Sound,CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count,IsOccupied
12/22/2017,11:35:38,25.3775,130,1.075,0.303846154,1,0,2,1
12/22/2017,11:36:09,25.3775,129.75,0.53,0.384615385,1,0,2,1
12/22/2017,11:36:39,25.3925,130,0.3525,0.453846154,0,0,2,1
12/22/2017,11:39:13,25.3925,128.5,0.54,0.65,1,1,2,1
12/22/2017,11:39:43,25.4075,128,0.4675,0.819230769,1,1,2,1
12/22/2017,11:40:14,25.3925,128.75,0.325,0.957692308,0,1,2,1
12/22/2017,11:40:45,25.4225,128.5,0.6,1.161538462,1,1,2,1
12/22/2017,11:41:15,25.4375,128.75,0.175,1.380769231,0,1,2,1
12/22/2017,11:41:46,25.4225,129.5,0.2775,1.707692308,1,1,2,1
12/22/2017,11:42:16,25.4375,129.5,0.7,1.996153846,1,1,2,1
12/22/2017,11:42:47,25.4375,129,0.5725,2.246153846,0,0,2,1
12/22/2017,11:43:18,25.455,129,0.85,2.457692308,1,0,2,1
12/22/2017,11:43:48,25.4375,128.75,1.16,2.723076923,1,1,2,1
12/22/2017,11:44:19,25.4525,128.5,0.6675,2.942307692,1,0,2,1
12/22/2017,11:44:50,25.4375,128.25,0.195,3.111538462,0,0,2,1
12/22/2017,11:45:20,25.455,128.25,0.7425,3.226923077,1,0,2,1
12/22/2017,11:45:51,25.47,129,0.6325,3.338461538,0,0,2,1
12/22/2017,11:46:22,25.4875,129.25,0.225,3.446153846,0,1,2,1
12/22/2017,11:46:52,25.47,129,0.31,3.596153846,1,1,2,1
12/22/2017,11:47:23,25.47,129.5,0.4,3.738461538,1,1,2,1
12/22/2017,11:47:53,25.4525,129,0.265,3.865384615,1,1,2,1
12/22/2017,11:48:24,25.47,129.75,0.27,3.923076923,1,0,2,1
12/22/2017,11:48:55,25.47,129.5,0.19,3.907692308,1,0,2,1
12/22/2017,11:49:25,25.485,129.5,0.175,3.865384615,1,0,2,1
12/22/2017,11:49:56,25.5475,129.75,0.2325,3.75,0,0,2,1
12/22/2017,11:50:27,25.515,129.25,0.085,3.607692308,0,0,2,1
12/22/2017,11:50:57,25.485,129.25,0.1325,3.488461538,0,0,2,1
12/22/2017,11:51:28,25.515,129.25,0.5625,3.3,0,1,2,1
12/22/2017,11:51:59,25.515,129.5,0.3325,3.238461538,1,1,2,1
12/22/2017,11:52:29,25.515,129.75,0.4525,3.165384615,1,0,2,1
12/22/2017,11:53:00,25.53,129.75,0.255,3.034615385,1,1,2,1
12/22/2017,11:53:30,25.53,130,0.3975,2.896153846,1,1,2,1
12/22/2017,11:54:01,25.5475,129.5,0.2225,2.8,1,1,1,1
12/22/2017,11:54:32,25.5325,129.5,0.285,2.75,1,0,1,1
12/22/2017,11:55:02,25.5475,129.5,0.1975,2.653846154,1,0,2,1
12/22/2017,11:55:33,25.5325,130,0.8725,2.511538462,1,1,2,1
12/22/2017,11:56:04,25.5625,130,0.455,2.369230769,1,1,2,1
12/22/2017,11:56:34,25.5475,130,0.48,2.323076923,1,1,2,1
12/22/2017,11:57:05,25.5475,129,0.9425,2.230769231,1,1,2,1
12/22/2017,11:57:36,25.61,131.75,1.2275,2.142307692,1,1,2,1
12/22/2017,11:58:06,25.72,133,0.9175,2.103846154,1,1,2,1
12/22/2017,11:58:37,25.8275,132.25,0.855,2.015384615,1,1,2,1
12/22/2017,11:59:07,25.8275,132,0.5,1.973076923,1,1,2,1
12/22/2017,11:59:38,25.875,131,0.43,1.976923077,1,1,2,1
12/22/2017,12:00:09,25.89,131.75,0.4575,1.934615385,1,1,2,1
12/22/2017,12:00:39,25.9225,131.75,0.1875,1.996153846,0,0,2,1
12/22/2017,12:01:10,25.9375,132.75,0.1,2.019230769,0,0,2,1
12/22/2017,12:01:41,26.015,133.25,0.0675,2.146153846,0,0,2,1
12/22/2017,12:02:11,26.03,133.5,0.0625,2.230769231,0,0,2,1
12/22/2017,12:02:42,26.045,133.5,0.0775,2.226923077,0,0,2,1
12/22/2017,12:03:12,26.0925,133.25,0.2425,2.326923077,1,0,2,1
12/22/2017,12:03:43,26.125,133.75,0.5625,2.292307692,1,0,2,1
12/22/2017,12:04:14,26.0925,134.25,0.1025,2.223076923,0,0,2,1
12/22/2017,12:04:44,26.03,134,0.225,2.123076923,1,0,2,1
12/22/2017,12:05:15,26.03,133.5,0.1275,1.996153846,1,0,2,1
12/22/2017,12:05:46,26.045,134,0.4425,1.842307692,1,0,2,1
12/22/2017,12:06:16,25.985,134.25,0.2125,1.661538462,1,0,2,1
12/22/2017,12:06:47,25.985,134,0.1775,1.55,1,0,2,1
12/22/2017,12:07:18,25.985,134,0.2975,1.411538462,1,0,2,1
12/22/2017,12:07:48,26.0025,134,0.345,1.246153846,0,0,2,1
12/22/2017,12:08:19,26.02,134.25,0.135,1.1,1,0,2,1
12/22/2017,12:08:49,26.0175,134,0.0575,1.065384615,0,0,2,1
12/22/2017,12:09:20,26.0025,134.75,0.0925,1,0,0,2,1
12/22/2017,12:09:51,26.0175,135.25,0.285,0.953846154,1,0,2,1
12/22/2017,12:10:21,26.0475,134.75,0.3125,0.923076923,1,0,2,1
12/22/2017,12:10:52,26.0325,134.75,0.3,0.957692308,1,0,2,1
12/22/2017,12:11:23,26.0475,135,0.4275,1.011538462,0,0,2,1
12/22/2017,12:11:53,26.0325,135.25,0.445,1.130769231,1,1,2,1
12/22/2017,12:12:24,26.0475,135,0.745,1.315384615,1,1,2,1
12/22/2017,12:12:55,26.0975,134.5,0.445,1.419230769,1,0,2,1
12/22/2017,12:13:25,26.0825,135,0.3825,1.538461538,1,0,2,1
12/22/2017,12:13:56,26.1425,134.5,0.5025,1.626923077,1,1,2,1
12/22/2017,12:14:26,26.19,133.25,0.645,1.738461538,0,1,2,1
12/22/2017,12:14:57,26.2525,132.75,0.4275,1.830769231,0,0,2,1
12/22/2017,12:15:28,26.2225,134,0.4975,1.9,0,1,2,1
12/22/2017,12:15:58,26.22,133.75,0.43,2.042307692,1,0,2,1
12/22/2017,12:16:29,26.175,133.75,0.51,2.019230769,1,1,2,1
12/22/2017,12:17:00,26.1575,134,0.3725,2.065384615,1,1,2,1
12/22/2017,12:17:30,26.1425,133,0.4575,2.030769231,1,1,2,1
12/22/2017,12:18:01,26.205,133.5,0.5275,1.961538462,1,1,2,1
12/22/2017,12:18:32,26.205,134.25,0.455,1.811538462,1,1,2,1
12/22/2017,12:19:02,26.2675,134.75,0.52,1.676923077,1,0,2,1
12/22/2017,12:19:33,26.2525,135.5,0.1875,1.557692308,1,0,2,1
12/22/2017,12:20:03,26.2525,135.5,0.2625,1.407692308,1,0,2,1
12/22/2017,12:20:34,26.2675,134.25,0.295,1.226923077,1,0,2,1
12/22/2017,12:21:05,26.2675,133.5,0.23,1.111538462,1,0,2,1
12/22/2017,12:21:35,26.2525,133.5,0.095,1.111538462,0,0,2,1
12/22/2017,12:22:06,26.235,135.25,0.2875,1.080769231,1,0,2,1
12/22/2017,12:22:37,26.2375,136,0.54,1.019230769,1,0,2,1
12/22/2017,12:23:38,26.2375,136.5,0.3725,1.026923077,0,0,2,1
12/22/2017,12:24:09,26.2825,135.75,0.43,0.915384615,0,0,2,1
12/22/2017,12:24:39,26.2975,136,0.26,0.834615385,1,0,2,1
12/22/2017,12:25:10,26.315,135.75,0.955,0.834615385,1,0,2,1
12/22/2017,12:25:40,26.36,135.25,0.195,0.869230769,0,0,2,1
12/22/2017,12:26:11,26.345,135.25,0.2525,0.846153846,0,0,2,1
12/22/2017,12:26:42,26.36,134.75,0.0625,0.861538462,0,0,2,1
12/22/2017,12:27:12,26.33,134,0.065,0.819230769,0,0,2,1
12/22/2017,12:27:43,26.345,133.75,0.09,0.765384615,0,0,2,1
12/22/2017,12:28:14,26.2825,134.75,0.0875,0.696153846,0,0,2,1
12/22/2017,12:28:44,26.33,135.75,0.2025,0.615384615,1,0,2,1
12/22/2017,12:29:15,26.33,135,0.3275,0.526923077,1,0,2,1
12/22/2017,12:29:46,26.315,161.75,0.42,0.426923077,1,0,2,1
12/22/2017,12:30:16,26.33,163.5,0.6575,0.411538462,1,1,3,1
12/22/2017,12:30:47,26.39,168.25,1.08,0.434615385,1,1,3,1
12/22/2017,12:31:17,26.405,171.25,0.5675,0.4,1,1,3,1
12/22/2017,12:31:48,26.4225,172,1.335,0.4,1,1,3,1
12/22/2017,12:32:19,26.42,173,1.0475,0.430769231,1,1,3,1
12/22/2017,12:32:49,26.39,173.5,1.505,0.492307692,1,1,3,1
12/22/2017,12:33:20,26.3425,172.25,0.505,0.534615385,1,1,3,1
12/22/2017,12:33:51,26.405,171,0.6475,0.511538462,1,1,3,1
12/22/2017,12:34:21,26.485,171.5,1.145,0.569230769,1,1,2,1
12/22/2017,12:34:52,26.4525,171.25,0.42,0.707692308,1,0,2,1
12/22/2017,12:35:22,26.4375,171.25,0.2925,0.880769231,1,1,2,1
12/22/2017,12:35:53,26.4975,173.5,1.3275,1.038461538,1,1,3,1
12/22/2017,12:36:24,26.4825,174.25,0.7525,1.319230769,1,1,3,1
12/22/2017,12:36:54,26.515,173.75,0.94,1.430769231,1,1,3,1
12/22/2017,12:37:25,26.515,173.75,0.8525,1.515384615,1,1,3,1
12/22/2017,12:37:56,26.5325,171,2.425,1.623076923,1,1,3,1
12/22/2017,12:38:26,26.565,172.75,2.2675,1.707692308,1,1,3,1
12/22/2017,12:38:57,26.5475,172.75,0.6,1.811538462,1,1,3,1
12/22/2017,12:39:28,26.565,172.5,1.265,1.976923077,1,1,3,1
12/22/2017,12:39:58,26.5625,173.25,2.9825,2.057692308,1,1,3,1
12/22/2017,12:40:29,26.5475,173.5,0.865,2.196153846,1,1,3,1
12/22/2017,12:40:59,26.5475,173.5,0.8125,2.296153846,1,1,3,1
12/22/2017,12:41:30,26.5625,172.5,0.5025,2.353846154,1,0,3,1
12/22/2017,12:42:01,26.5475,173,0.84,2.319230769,1,1,3,1
12/22/2017,12:42:31,26.515,173.5,0.5425,2.292307692,1,1,3,1
12/22/2017,13:08:03,26.455,177.75,0.98,3.288461538,1,1,3,1
12/22/2017,13:08:34,26.44,178,1.1875,4.207692308,1,1,3,1
12/22/2017,13:09:04,26.44,177.5,0.5275,4.953846154,1,1,3,1
12/22/2017,13:09:35,26.4075,177.75,1.1225,5.719230769,1,1,3,1
12/22/2017,13:10:06,26.44,177.5,2.405,6.361538462,1,1,3,1
12/22/2017,13:10:36,26.47,177,0.4375,6.930769231,1,1,3,1
12/22/2017,13:11:07,26.455,176.75,0.7225,7.380769231,1,1,3,1
12/22/2017,13:11:38,26.5175,177,1.72,7.707692308,0,1,3,1
12/22/2017,13:12:08,26.44,176.75,1.2,8.096153846,1,0,3,1
12/22/2017,13:12:39,26.455,176.5,3.0925,8.446153846,1,1,3,1
12/22/2017,13:13:09,26.47,177,1.8975,8.661538462,1,1,3,1
12/22/2017,13:13:40,26.5175,177,0.575,8.838461538,1,1,3,1
12/22/2017,13:14:11,26.47,177.25,0.4,8.980769231,1,1,3,1
12/22/2017,13:14:41,26.455,177.25,0.5725,8.946153846,1,1,3,1
12/22/2017,13:15:12,26.455,176.25,0.98,8.780769231,1,0,3,1
12/22/2017,13:15:43,26.5025,176.5,1.03,8.438461538,1,1,3,1
12/22/2017,13:16:13,26.44,177.25,0.635,7.969230769,1,1,3,1
12/22/2017,13:16:44,26.44,178,0.1425,7.519230769,0,0,3,1
12/22/2017,13:17:15,26.44,178.25,0.21,7.042307692,1,1,3,1
12/22/2017,13:17:45,26.47,176.5,1.205,6.488461538,1,1,3,1
12/22/2017,13:18:16,26.47,177.75,1.395,5.811538462,1,1,3,1
12/22/2017,13:19:17,26.44,187,1.4275,5.015384615,1,1,3,1
12/22/2017,13:19:48,26.4225,187,1.1375,4.103846154,0,1,3,1
12/22/2017,13:20:18,26.4075,186.5,0.97,3.030769231,1,1,3,1
12/22/2017,13:20:49,26.3925,187.5,1.015,1.888461538,1,1,3,1
12/22/2017,13:21:20,26.4075,187.75,1.3775,1.823076923,1,1,3,1
12/22/2017,13:21:50,26.4075,188,1.5025,1.723076923,1,1,3,1
12/22/2017,13:22:21,26.4075,189,0.9625,1.634615385,1,1,3,1
12/22/2017,13:22:52,26.47,187,1.1875,1.511538462,0,1,3,1
12/22/2017,13:23:22,26.4525,190,0.385,1.403846154,1,1,3,1
12/22/2017,13:23:53,26.4375,191.25,0.3575,1.261538462,1,1,3,1
12/22/2017,13:24:23,26.455,190,0.5625,1.084615385,1,1,3,1
12/22/2017,13:24:54,26.47,190.25,0.9075,0.923076923,1,1,3,1
12/22/2017,13:25:25,26.47,189.25,0.1075,0.880769231,0,1,3,1
12/22/2017,13:25:55,26.485,188.5,0.1875,0.915384615,0,0,3,1
12/22/2017,13:26:26,26.4525,188.25,0.0875,0.930769231,1,0,3,1
12/22/2017,13:26:57,26.4525,188.5,0.105,0.976923077,1,0,3,1
12/22/2017,13:27:27,26.4375,187.5,0.0875,1.1,0,0,3,1
12/22/2017,13:27:58,26.4225,188,0.1025,1.246153846,0,0,3,1
12/22/2017,13:28:28,26.4525,188,0.07,1.319230769,0,1,3,1
12/22/2017,13:28:59,26.4525,183,1.54,1.365384615,1,1,3,1
12/22/2017,13:29:30,26.44,188.5,1.2075,1.426923077,1,1,2,1
12/22/2017,13:30:00,26.425,189,0.9225,1.503846154,1,1,2,1
12/22/2017,13:30:31,26.44,190,0.6025,1.507692308,1,1,2,1
12/22/2017,13:31:02,26.4225,191,0.6825,1.496153846,0,1,2,1
12/22/2017,13:32:03,26.4225,191.5,0.6875,1.469230769,1,1,2,1
12/22/2017,13:32:34,26.4225,192.75,0.515,1.376923077,1,1,2,1
12/22/2017,13:33:04,26.4225,191,0.5975,1.219230769,0,1,2,1
12/22/2017,13:33:35,26.3925,191,1.9775,1.042307692,1,1,2,1
12/22/2017,13:34:05,26.4225,191.5,0.84,0.85,1,0,2,1
12/22/2017,13:34:36,26.4225,191.5,1.4075,0.742307692,1,1,2,1
12/22/2017,13:35:07,26.4225,191.5,0.8025,0.623076923,0,1,2,1
12/22/2017,13:35:37,26.3925,192.5,0.6025,0.496153846,0,1,2,1
12/22/2017,13:36:08,26.4075,192.5,1.09,0.269230769,1,1,2,1
12/22/2017,13:36:39,26.4225,192.25,1.185,-0.096153846,1,1,2,1
12/22/2017,13:37:09,26.39,185,0.36,-0.4,1,1,2,1
12/22/2017,13:37:40,26.405,191.25,1.25,-0.646153846,0,1,2,1
12/22/2017,13:38:11,26.375,192,1.01,-0.792307692,0,1,2,1
12/22/2017,13:38:41,26.39,190.5,1.185,-0.892307692,1,1,3,1
12/22/2017,13:39:12,26.375,192.75,1.4675,-0.9,1,1,3,1
12/22/2017,13:39:42,26.36,192.25,1.4625,-0.911538462,1,1,3,1
12/22/2017,13:40:13,26.375,191.75,1,-0.788461538,1,1,3,1
12/22/2017,13:40:44,26.375,193.25,2.37,-0.534615385,1,1,2,1
12/22/2017,13:41:14,26.405,193.25,0.4225,-0.196153846,1,1,2,1
12/22/2017,13:41:45,26.4225,193,0.5775,0.080769231,1,1,3,1
12/22/2017,13:42:16,26.4225,192.75,0.2725,0.346153846,0,1,3,1
12/22/2017,13:42:46,26.4225,192.25,0.715,0.653846154,1,1,3,1
12/22/2017,13:43:17,26.39,191.5,1.495,0.865384615,1,1,3,1
12/22/2017,13:43:48,26.39,191.5,0.5175,0.980769231,1,1,3,1
12/22/2017,13:44:18,26.39,191,0.23,1.042307692,0,1,3,1
12/22/2017,13:44:49,26.39,191.25,0.295,1.1,0,1,3,1
12/22/2017,13:45:19,26.345,192.25,0.1875,1.107692308,0,1,3,1
12/22/2017,13:45:50,26.375,192,0.1825,1.111538462,0,0,3,1
12/22/2017,13:46:21,26.3425,191,0.2525,1.157692308,0,0,3,1
12/22/2017,13:46:51,26.3125,192.75,0.2925,1.146153846,1,1,3,1
12/22/2017,13:47:22,26.3575,192,0.29,1.265384615,1,1,3,1
12/22/2017,13:47:53,26.3275,191.75,0.195,1.461538462,1,1,3,1
12/22/2017,13:48:23,26.3775,191,0.2425,1.630769231,1,1,3,1
12/22/2017,13:48:54,26.36,191,0.2575,1.765384615,0,1,3,1
12/22/2017,13:49:25,26.375,191,0.32,1.661538462,1,1,3,1
12/22/2017,13:49:55,26.3425,191,0.465,1.553846154,1,1,3,1
12/22/2017,13:50:26,26.3425,190.5,0.4525,1.446153846,1,1,3,1
12/22/2017,13:50:56,26.375,191,1.35,1.392307692,1,1,3,1
12/22/2017,13:51:27,26.375,192.75,0.4475,1.35,1,1,3,1
12/22/2017,13:51:58,26.3425,191.25,0.47,1.323076923,1,1,3,1
12/22/2017,13:52:28,26.4075,190.5,0.115,1.265384615,0,0,3,1
12/22/2017,13:52:59,26.39,191,0.455,1.373076923,0,1,3,1
12/22/2017,13:53:30,26.4075,192.75,0.1425,1.461538462,0,1,3,1
12/22/2017,13:54:00,26.4075,193.75,0.1525,1.630769231,1,0,3,1
12/22/2017,13:54:31,26.3925,192.75,0.1975,1.830769231,1,1,3,1
12/22/2017,13:55:02,26.405,186,0.7125,2.007692308,1,1,3,1
12/22/2017,13:55:32,26.3925,191.75,1.225,2.157692308,1,1,3,1
12/22/2017,13:56:03,26.4075,192.25,0.76,2.226923077,1,0,3,1
12/22/2017,13:56:33,26.4075,192.5,0.29,2.303846154,1,0,3,1
12/22/2017,13:57:04,26.4075,192.75,0.1825,2.338461538,1,0,3,1
12/22/2017,13:57:35,26.39,193.5,0.2175,2.280769231,0,0,3,1
12/22/2017,13:58:05,26.4075,193,0.285,2.176923077,1,0,3,1
12/22/2017,13:58:36,26.4075,192.75,0.21,2.026923077,1,0,3,1
12/22/2017,13:59:07,26.4075,192.25,0.165,1.880769231,0,0,3,1
12/22/2017,13:59:37,26.425,193,0.0725,1.692307692,0,0,3,1
12/22/2017,14:00:08,26.375,193.25,0.1075,1.515384615,0,0,3,1
12/22/2017,14:00:38,26.375,193.75,0.3325,1.361538462,1,0,3,1
12/22/2017,14:01:09,26.4225,193.75,0.145,1.238461538,1,0,3,1
12/22/2017,14:01:40,26.44,193.25,0.0925,1.196153846,1,0,3,1
12/22/2017,14:02:10,26.41,190.75,0.1675,1.230769231,1,1,3,1
12/22/2017,14:02:41,26.4075,193.5,0.1125,1.242307692,1,1,3,1
12/22/2017,14:03:12,26.425,191.75,0.1075,1.276923077,0,1,3,1
12/22/2017,14:03:42,26.425,192.25,0.2075,1.284615385,0,0,3,1
12/22/2017,14:04:13,26.425,192.5,0.13,1.357692308,0,0,3,1
12/22/2017,14:04:44,26.4075,193,0.14,1.442307692,0,0,3,1
12/22/2017,14:05:14,26.4375,193.25,0.1925,1.534615385,0,1,3,1
12/22/2017,14:05:45,26.47,192.75,0.3925,1.588461538,1,1,3,1
12/22/2017,14:06:15,26.455,190.25,0.85,1.603846154,1,1,3,1
12/22/2017,14:06:46,26.455,189.75,1.2725,1.673076923,1,1,3,1
12/22/2017,14:07:17,26.47,191,0.7775,1.703846154,1,1,3,1
12/22/2017,14:07:47,26.4525,190.25,0.195,1.796153846,1,1,3,1
12/22/2017,14:08:18,26.4375,191.25,0.115,1.9,0,1,3,1
12/22/2017,14:08:49,26.4525,190.75,0.075,1.969230769,0,0,3,1
12/22/2017,14:09:19,26.4525,190.5,0.115,2.011538462,1,0,3,1
12/22/2017,14:09:50,26.4375,190.5,0.5275,1.984615385,1,0,3,1
12/22/2017,14:10:21,26.47,190,0.1925,1.892307692,0,0,3,1
12/22/2017,14:10:51,26.485,189.75,0.1725,1.830769231,1,1,3,1
12/22/2017,14:11:22,26.485,188.5,0.385,1.796153846,0,1,3,1
12/22/2017,14:11:52,26.485,188.75,0.3025,1.738461538,1,1,3,1
12/22/2017,14:12:23,26.5175,188.25,0.3125,1.657692308,1,1,3,1
12/22/2017,14:12:54,26.5025,187.75,1.35,1.503846154,1,1,3,1
12/22/2017,14:13:55,26.535,186.5,1.9025,1.226923077,1,1,3,1
12/22/2017,14:14:26,26.5025,187,1.165,0.876923077,1,1,3,1
12/22/2017,14:14:56,26.4875,185.75,0.56,0.507692308,1,0,3,1
12/22/2017,14:15:27,26.5025,171,1.2875,0.223076923,1,1,3,1
12/22/2017,14:15:58,26.5025,49.5,1.94,-0.069230769,1,1,0,1
12/22/2017,14:16:28,26.44,49.5,1.535,-0.226923077,1,1,0,1
12/22/2017,14:16:59,26.41,49.5,0.1925,-0.303846154,0,1,0,1
12/22/2017,14:17:29,26.3775,49.75,0.095,-0.346153846,0,0,0,1
12/22/2017,14:18:00,26.3925,51.75,0.06,-0.3,0,0,0,1
